date,home_team,away_team,winner,first_shooter,match_key,home_team.res,away_team.res,goal_diff,total_goals,abs_goal_diff,tournament,neutral,country,ninety_winner,match_type,goal_efficiency,early_goals,mid_goals,late_goals,extra_goals,total_team_goals,late_goal_ratio,early_goal_ratio,goal_momentum,draw_90,winner_is_ninety_winner,late_goal_shift,goals_penalty_ratio,big_tourney,match_intensity,home_confed,pressure_index,home_advantage,neutral_big_tourney,game_balance,year,decade,result_type,target_win_home
1993-05-30,Jamaica,Martinique,Martinique,Colombia,1993-05-30 Jamaica Martinique,Jamaica,Martinique,0,0,0,CFU Caribbean Cup,FALSE,Jamaica,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CONCACAF,0,1,0,1,1993,1990,draw,FALSE
1993-06-17,Singapore,Myanmar,Singapore,Colombia,1993-06-17 Singapore Myanmar,Singapore,Myanmar,0,6,0,Southeast Asian Games,FALSE,Singapore,Draw,draw,6,0,0,0,0,1,0,0,0,TRUE,FALSE,0,6,FALSE,0,AFC,0,1,0,1,1993,1990,draw,TRUE
1993-06-26,Colombia,Uruguay,Colombia,Colombia,1993-06-26 Colombia Uruguay,Colombia,Uruguay,0,2,0,Copa América,TRUE,Ecuador,Draw,draw,2,0,0,1,0,1,1,0,1,TRUE,FALSE,1,2,TRUE,2,CONMEBOL,1,0,1,1,1993,1990,draw,TRUE
1993-06-27,Brazil,Argentina,Argentina,Brazil,1993-06-27 Brazil Argentina,Brazil,Argentina,0,2,0,Copa América,TRUE,Ecuador,Draw,draw,2,0,0,1,0,1,1,0,1,TRUE,FALSE,1,2,TRUE,2,CONMEBOL,1,0,1,1,1993,1990,draw,FALSE
1993-07-01,Colombia,Argentina,Argentina,Colombia,1993-07-01 Colombia Argentina,Colombia,Argentina,0,0,0,Copa América,TRUE,Ecuador,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,CONMEBOL,1,0,1,1,1993,1990,draw,FALSE
1993-08-15,Australia,Canada,Australia,Australia,1993-08-15 Australia Canada,Australia,Canada,1,3,1,FIFA World Cup qualification,FALSE,Australia,Australia,close,1.5,0,1,1,0,2,0.5,0,1,FALSE,TRUE,1,1.5,FALSE,0,AFC,0,1,0,0.5,1993,1990,close_win,TRUE
1993-10-24,Burundi,Guinea,Guinea,Colombia,1993-10-24 Burundi Guinea,Burundi,Guinea,0,0,0,African Cup of Nations qualification,TRUE,Gabon,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,0,0,1,1993,1990,draw,FALSE
1993-12-26,Nepal,India,Nepal,Colombia,1993-12-26 Nepal India,Nepal,India,0,4,0,South Asian Games,TRUE,Bangladesh,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,AFC,0,0,0,1,1993,1990,draw,TRUE
1994-01-29,Burkina Faso,Guinea,Burkina Faso,Colombia,1994-01-29 Burkina Faso Guinea,Burkina Faso,Guinea,0,2,0,Friendly,FALSE,Burkina Faso,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,1,0,1,1994,1990,draw,TRUE
1994-04-06,Nigeria,Ivory Coast,Nigeria,Nigeria,1994-04-06 Nigeria Ivory Coast,Nigeria,Ivory Coast,0,4,0,African Cup of Nations,TRUE,Tunisia,Draw,draw,4,1,1,0,0,2,0,0.5,-1,TRUE,FALSE,-1,4,TRUE,4,CAF,1,0,1,1,1994,1990,draw,TRUE
1994-07-05,Mexico,Bulgaria,Bulgaria,Mexico,1994-07-05 Mexico Bulgaria,Mexico,Bulgaria,0,2,0,FIFA World Cup,TRUE,United States,Draw,draw,2,1,0,0,0,1,0,1,-1,TRUE,FALSE,-1,2,TRUE,2,CONCACAF,1,0,1,1,1994,1990,draw,FALSE
1994-07-10,Romania,Sweden,Sweden,Sweden,1994-07-10 Romania Sweden,Romania,Sweden,0,4,0,FIFA World Cup,TRUE,United States,Draw,draw,4,0,0,1,1,2,0.5,0,1,TRUE,FALSE,1,4,TRUE,4,UEFA,1,0,1,1,1994,1990,draw,FALSE
1994-07-17,Brazil,Italy,Brazil,Italy,1994-07-17 Brazil Italy,Brazil,Italy,0,0,0,FIFA World Cup,TRUE,United States,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,CONMEBOL,1,0,1,1,1994,1990,draw,TRUE
1994-12-08,Tanzania,Uganda,Tanzania,Colombia,1994-12-08 Tanzania Uganda,Tanzania,Uganda,0,4,0,Friendly,TRUE,Kenya,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,CAF,0,0,0,1,1994,1990,draw,TRUE
1995-01-10,Denmark,Mexico,Denmark,Denmark,1995-01-10 Denmark Mexico,Denmark,Mexico,0,2,0,Confederations Cup,TRUE,Saudi Arabia,Draw,draw,2,0,0,1,0,1,1,0,1,TRUE,FALSE,1,2,FALSE,0,UEFA,0,0,0,1,1995,1990,draw,TRUE
1995-01-13,Mexico,Nigeria,Mexico,Nigeria,1995-01-13 Mexico Nigeria,Mexico,Nigeria,0,2,0,Confederations Cup,TRUE,Saudi Arabia,Draw,draw,2,1,0,0,0,1,0,1,-1,TRUE,FALSE,-1,2,FALSE,0,CONCACAF,0,0,0,1,1995,1990,draw,TRUE
1995-02-26,Japan,South Korea,Japan,Colombia,1995-02-26 Japan South Korea,Japan,South Korea,0,4,0,Dynasty Cup,TRUE,Hong Kong,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,AFC,0,0,0,1,1995,1990,draw,TRUE
1995-03-31,India,Bangladesh,India,Colombia,1995-03-31 India Bangladesh,India,Bangladesh,0,0,0,SAFF Cup,TRUE,Sri Lanka,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,Other,0,0,0,1,1995,1990,draw,TRUE
1995-05-21,Antigua and Barbuda,Saint Kitts and Nevis,Antigua and Barbuda,Colombia,1995-05-21 Antigua and Barbuda Saint Kitts and Nevis,Antigua and Barbuda,Saint Kitts and Nevis,0,4,0,CFU Caribbean Cup qualification,FALSE,Antigua and Barbuda,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,CONCACAF,0,1,0,1,1995,1990,draw,TRUE
1995-06-09,Paraguay,Bolivia,Paraguay,Colombia,1995-06-09 Paraguay Bolivia,Paraguay,Bolivia,0,0,0,Copa Paz del Chaco,FALSE,Paraguay,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CONMEBOL,0,1,0,1,1995,1990,draw,TRUE
1995-07-16,Paraguay,Colombia,Colombia,Colombia,1995-07-16 Paraguay Colombia,Paraguay,Colombia,0,2,0,Copa América,TRUE,Uruguay,Draw,draw,2,0,1,0,0,1,0,0,0,TRUE,FALSE,0,2,TRUE,2,CONMEBOL,1,0,1,1,1995,1990,draw,FALSE
1995-07-17,United States,Mexico,United States,United States,1995-07-17 United States Mexico,United States,Mexico,0,0,0,Copa América,TRUE,Uruguay,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,Other,1,0,1,1,1995,1990,draw,TRUE
1995-07-17,Brazil,Argentina,Brazil,Brazil,1995-07-17 Brazil Argentina,Brazil,Argentina,0,4,0,Copa América,TRUE,Uruguay,Draw,draw,4,1,0,1,0,2,0.5,0.5,0,TRUE,FALSE,0,4,TRUE,4,CONMEBOL,1,0,1,1,1995,1990,draw,TRUE
1995-07-23,Uruguay,Brazil,Uruguay,Uruguay,1995-07-23 Uruguay Brazil,Uruguay,Brazil,0,2,0,Copa América,FALSE,Uruguay,Draw,draw,2,0,1,0,0,1,0,0,0,TRUE,FALSE,0,2,TRUE,2,CONMEBOL,1,1,0,1,1995,1990,draw,TRUE
1995-08-24,Fiji,Solomon Islands,Solomon Islands,Colombia,1995-08-24 Fiji Solomon Islands,Fiji,Solomon Islands,0,6,0,South Pacific Games,TRUE,Tahiti,Draw,draw,6,0,0,0,0,1,0,0,0,TRUE,FALSE,0,6,FALSE,0,Other,0,0,0,1,1995,1990,draw,FALSE
1995-11-28,Mauritania,Sierra Leone,Sierra Leone,Colombia,1995-11-28 Mauritania Sierra Leone,Mauritania,Sierra Leone,0,0,0,Amílcar Cabral Cup,FALSE,Mauritania,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,Other,0,1,0,1,1995,1990,draw,FALSE
1995-12-02,Gabon,Cameroon,Cameroon,Colombia,1995-12-02 Gabon Cameroon,Gabon,Cameroon,0,0,0,Friendly,FALSE,Gabon,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,1,0,1,1995,1990,draw,FALSE
1995-12-02,Algeria,Ivory Coast,Ivory Coast,Colombia,1995-12-02 Algeria Ivory Coast,Algeria,Ivory Coast,0,0,0,Friendly,TRUE,Gabon,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,0,0,1,1995,1990,draw,FALSE
1995-12-06,Ethiopia,Zanzibar,Zanzibar,Colombia,1995-12-06 Ethiopia Zanzibar,Ethiopia,Zanzibar,0,2,0,CECAFA Cup,TRUE,Uganda,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,0,0,1,1995,1990,draw,FALSE
1995-12-07,Honduras,Costa Rica,Honduras,Colombia,1995-12-07 Honduras Costa Rica,Honduras,Costa Rica,0,2,0,UNCAF Cup,TRUE,El Salvador,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CONCACAF,0,0,0,1,1995,1990,draw,TRUE
1995-12-25,Bangladesh,Sri Lanka,Bangladesh,Colombia,1995-12-25 Bangladesh Sri Lanka,Bangladesh,Sri Lanka,0,0,0,South Asian Games,TRUE,India,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,AFC,0,0,0,1,1995,1990,draw,TRUE
1995-12-27,Sri Lanka,Nepal,Sri Lanka,Colombia,1995-12-27 Sri Lanka Nepal,Sri Lanka,Nepal,0,0,0,South Asian Games,TRUE,India,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,AFC,0,0,0,1,1995,1990,draw,TRUE
1996-01-28,Gabon,Tunisia,Tunisia,Tunisia,1996-01-28 Gabon Tunisia,Gabon,Tunisia,0,2,0,African Cup of Nations,TRUE,South Africa,Draw,draw,2,1,0,0,0,1,0,1,-1,TRUE,FALSE,-1,2,TRUE,2,CAF,1,0,1,1,1996,1990,draw,FALSE
1996-02-22,Japan,Sweden,Sweden,Colombia,1996-02-22 Japan Sweden,Japan,Sweden,0,2,0,Lunar New Year Cup,TRUE,Hong Kong,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,AFC,0,0,0,1,1996,1990,draw,FALSE
1996-04-28,Barbados,Jamaica,Jamaica,Colombia,1996-04-28 Barbados Jamaica,Barbados,Jamaica,2,2,2,CFU Caribbean Cup qualification,FALSE,Barbados,Barbados,moderate,0.6666666666666666,0,0,0,0,1,0,0,0,FALSE,FALSE,0,0.6666666666666666,FALSE,0,CONCACAF,0,1,0,0.3333333333333333,1996,1990,moderate_win,FALSE
1996-05-05,Guyana,Suriname,Suriname,Colombia,1996-05-05 Guyana Suriname,Guyana,Suriname,1,3,1,CFU Caribbean Cup qualification,FALSE,Guyana,Guyana,close,1.5,0,0,0,0,1,0,0,0,FALSE,FALSE,0,1.5,FALSE,0,Other,0,1,0,0.5,1996,1990,close_win,FALSE
1996-06-05,Martinique,Suriname,Martinique,Colombia,1996-06-05 Martinique Suriname,Martinique,Suriname,0,2,0,CFU Caribbean Cup,TRUE,Trinidad and Tobago,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,Other,0,0,0,1,1996,1990,draw,TRUE
1996-06-22,England,Spain,England,England,1996-06-22 England Spain,England,Spain,0,0,0,UEFA Euro,FALSE,England,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,UEFA,1,1,0,1,1996,1990,draw,TRUE
1996-06-22,France,Netherlands,France,Netherlands,1996-06-22 France Netherlands,France,Netherlands,0,0,0,UEFA Euro,TRUE,England,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,UEFA,1,0,1,1,1996,1990,draw,TRUE
1996-06-26,France,Czech Republic,Czech Republic,France,1996-06-26 France Czech Republic,France,Czech Republic,0,0,0,UEFA Euro,TRUE,England,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,UEFA,1,0,1,1,1996,1990,draw,FALSE
1996-06-26,England,Germany,Germany,England,1996-06-26 England Germany,England,Germany,0,2,0,UEFA Euro,FALSE,England,Draw,draw,2,1,0,0,0,1,0,1,-1,TRUE,FALSE,-1,2,TRUE,2,UEFA,1,1,0,1,1996,1990,draw,FALSE
1996-08-25,Ethiopia,Uganda,Ethiopia,Colombia,1996-08-25 Ethiopia Uganda,Ethiopia,Uganda,0,2,0,African Cup of Nations qualification,FALSE,Ethiopia,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,1,0,1,1996,1990,draw,TRUE
1996-11-29,Sudan,Kenya,Sudan,Colombia,1996-11-29 Sudan Kenya,Sudan,Kenya,0,2,0,Friendly,FALSE,Sudan,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,1,0,1,1996,1990,draw,TRUE
1996-12-11,Morocco,Croatia,Croatia,Colombia,1996-12-11 Morocco Croatia,Morocco,Croatia,0,4,0,King Hassan II Tournament,FALSE,Morocco,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,CAF,0,1,0,1,1996,1990,draw,FALSE
1996-12-12,Croatia,Czech Republic,Croatia,Colombia,1996-12-12 Croatia Czech Republic,Croatia,Czech Republic,0,2,0,King Hassan II Tournament,TRUE,Morocco,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,UEFA,0,0,0,1,1996,1990,draw,TRUE
1996-12-19,Iran,Saudi Arabia,Saudi Arabia,Iran,1996-12-19 Iran Saudi Arabia,Iran,Saudi Arabia,0,0,0,AFC Asian Cup,TRUE,United Arab Emirates,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,AFC,1,0,1,1,1996,1990,draw,FALSE
1996-12-21,Iran,Kuwait,Iran,Kuwait,1996-12-21 Iran Kuwait,Iran,Kuwait,0,2,0,AFC Asian Cup,TRUE,United Arab Emirates,Draw,draw,2,0,1,0,0,1,0,0,0,TRUE,FALSE,0,2,TRUE,2,AFC,1,0,1,1,1996,1990,draw,TRUE
1996-12-21,United Arab Emirates,Saudi Arabia,Saudi Arabia,Saudi Arabia,1996-12-21 United Arab Emirates Saudi Arabia,United Arab Emirates,Saudi Arabia,0,0,0,AFC Asian Cup,FALSE,United Arab Emirates,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,Other,1,1,0,1,1996,1990,draw,FALSE
1996-12-27,Benin,Burkina Faso,Benin,Colombia,1996-12-27 Benin Burkina Faso,Benin,Burkina Faso,0,0,0,Friendly,FALSE,Benin,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,1,0,1,1996,1990,draw,TRUE
1997-02-07,Russia,Serbia,Russia,Colombia,1997-02-07 Russia Serbia,Russia,Serbia,0,2,0,Lunar New Year Cup,TRUE,Hong Kong,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,UEFA,0,0,0,1,1997,1990,draw,TRUE
1997-04-10,India,Iraq,Iraq,Colombia,1997-04-10 India Iraq,India,Iraq,0,2,0,Nehru Cup,FALSE,India,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,Other,0,1,0,1,1997,1990,draw,FALSE
1997-06-22,Ecuador,Mexico,Mexico,Ecuador,1997-06-22 Ecuador Mexico,Ecuador,Mexico,0,2,0,Copa América,TRUE,Bolivia,Draw,draw,2,1,0,0,0,1,0,1,-1,TRUE,FALSE,-1,2,TRUE,2,CONMEBOL,1,0,1,1,1997,1990,draw,FALSE
1997-07-10,Trinidad and Tobago,Jamaica,Trinidad and Tobago,Colombia,1997-07-10 Trinidad and Tobago Jamaica,Trinidad and Tobago,Jamaica,0,2,0,CFU Caribbean Cup,TRUE,Antigua and Barbuda,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CONCACAF,0,0,0,1,1997,1990,draw,TRUE
1997-10-18,Indonesia,Thailand,Thailand,Colombia,1997-10-18 Indonesia Thailand,Indonesia,Thailand,0,2,0,Southeast Asian Games,FALSE,Indonesia,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,AFC,0,1,0,1,1997,1990,draw,FALSE
1997-10-20,Haiti,Cuba,Haiti,Colombia,1997-10-20 Haiti Cuba,Haiti,Cuba,0,4,0,Friendly,FALSE,Haiti,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,CONCACAF,0,1,0,1,1997,1990,draw,TRUE
1997-10-22,Cuba,Cameroon,Cuba,Colombia,1997-10-22 Cuba Cameroon,Cuba,Cameroon,0,2,0,Friendly,TRUE,Haiti,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CONCACAF,0,0,0,1,1997,1990,draw,TRUE
1997-12-07,Gambia,Guinea,Guinea,Colombia,1997-12-07 Gambia Guinea,Gambia,Guinea,0,4,0,Amílcar Cabral Cup,FALSE,Gambia,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,Other,0,1,0,1,1997,1990,draw,FALSE
1998-01-31,Egypt,South Korea,South Korea,Colombia,1998-01-31 Egypt South Korea,Egypt,South Korea,0,2,0,King's Cup,TRUE,Thailand,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,0,0,1,1998,1990,draw,FALSE
1998-01-31,Iran,Chile,Iran,Colombia,1998-01-31 Iran Chile,Iran,Chile,0,2,0,Lunar New Year Cup,TRUE,Hong Kong,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,AFC,0,0,0,1,1998,1990,draw,TRUE
1998-02-21,Burkina Faso,Tunisia,Burkina Faso,Burkina Faso,1998-02-21 Burkina Faso Tunisia,Burkina Faso,Tunisia,0,2,0,African Cup of Nations,FALSE,Burkina Faso,Draw,draw,2,0,1,0,0,1,0,0,0,TRUE,FALSE,0,2,TRUE,2,CAF,1,1,0,1,1998,1990,draw,TRUE
1998-02-21,Ivory Coast,Egypt,Egypt,Ivory Coast,1998-02-21 Ivory Coast Egypt,Ivory Coast,Egypt,0,0,0,African Cup of Nations,TRUE,Burkina Faso,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,CAF,1,0,1,1,1998,1990,draw,FALSE
1998-02-27,Burkina Faso,DR Congo,DR Congo,DR Congo,1998-02-27 Burkina Faso DR Congo,Burkina Faso,DR Congo,0,8,0,African Cup of Nations,FALSE,Burkina Faso,Draw,draw,8,0,0,4,0,4,1,0,4,TRUE,FALSE,4,8,TRUE,8,CAF,1,1,0,1,1998,1990,draw,FALSE
1998-04-22,Hungary,North Macedonia,Hungary,Colombia,1998-04-22 Hungary North Macedonia,Hungary,North Macedonia,0,0,0,Friendly,TRUE,Iran,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,UEFA,0,0,0,1,1998,1990,draw,TRUE
1998-05-29,Belgium,England,Belgium,Belgium,1998-05-29 Belgium England,Belgium,England,0,0,0,King Hassan II Tournament,TRUE,Morocco,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,UEFA,0,0,0,1,1998,1990,draw,TRUE
1998-05-29,Morocco,France,Morocco,Morocco,1998-05-29 Morocco France,Morocco,France,0,4,0,King Hassan II Tournament,FALSE,Morocco,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,CAF,0,1,0,1,1998,1990,draw,TRUE
1998-06-30,Argentina,England,Argentina,Argentina,1998-06-30 Argentina England,Argentina,England,0,4,0,FIFA World Cup,TRUE,France,Draw,draw,4,1,1,0,0,2,0,0.5,-1,TRUE,FALSE,-1,4,TRUE,4,CONMEBOL,1,0,1,1,1998,1990,draw,TRUE
1998-07-03,France,Italy,France,France,1998-07-03 France Italy,France,Italy,0,0,0,FIFA World Cup,FALSE,France,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,UEFA,1,1,0,1,1998,1990,draw,TRUE
1998-07-07,Brazil,Netherlands,Brazil,Brazil,1998-07-07 Brazil Netherlands,Brazil,Netherlands,0,2,0,FIFA World Cup,TRUE,France,Draw,draw,2,0,1,0,0,1,0,0,0,TRUE,FALSE,0,2,TRUE,2,CONMEBOL,1,0,1,1,1998,1990,draw,TRUE
1998-08-15,Réunion,Madagascar,Réunion,Colombia,1998-08-15 Réunion Madagascar,Réunion,Madagascar,0,6,0,Indian Ocean Island Games,FALSE,Réunion,Draw,draw,6,0,0,0,0,1,0,0,0,TRUE,FALSE,0,6,FALSE,0,Other,0,1,0,1,1998,1990,draw,TRUE
1998-09-05,Indonesia,Thailand,Indonesia,Colombia,1998-09-05 Indonesia Thailand,Indonesia,Thailand,0,6,0,AFF Championship,TRUE,Vietnam,Draw,draw,6,0,0,0,0,1,0,0,0,TRUE,FALSE,0,6,FALSE,0,AFC,0,0,0,1,1998,1990,draw,TRUE
1998-11-17,Guatemala,Honduras,Guatemala,Colombia,1998-11-17 Guatemala Honduras,Guatemala,Honduras,0,6,0,Friendly,TRUE,United States,Draw,draw,6,0,0,0,0,1,0,0,0,TRUE,FALSE,0,6,FALSE,0,CONCACAF,0,0,0,1,1998,1990,draw,TRUE
1998-11-18,Guatemala,Mexico,Guatemala,Colombia,1998-11-18 Guatemala Mexico,Guatemala,Mexico,0,4,0,Friendly,TRUE,United States,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,CONCACAF,0,0,0,1,1998,1990,draw,TRUE
1998-12-02,United Arab Emirates,North Korea,United Arab Emirates,Colombia,1998-12-02 United Arab Emirates North Korea,United Arab Emirates,North Korea,0,6,0,Asian Games,TRUE,Thailand,Draw,draw,6,0,0,0,0,1,0,0,0,TRUE,FALSE,0,6,FALSE,0,Other,0,0,0,1,1998,1990,draw,TRUE
1998-12-14,Qatar,Kuwait,Kuwait,Colombia,1998-12-14 Qatar Kuwait,Qatar,Kuwait,0,0,0,Asian Games,TRUE,Thailand,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,AFC,0,0,0,1,1998,1990,draw,FALSE
1999-05-22,Malawi,Namibia,Namibia,Colombia,1999-05-22 Malawi Namibia,Malawi,Namibia,0,2,0,COSAFA Cup qualification,FALSE,Malawi,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,1,0,1,1999,1990,draw,FALSE
1999-06-16,Thailand,New Zealand,Thailand,Colombia,1999-06-16 Thailand New Zealand,Thailand,New Zealand,0,4,0,Four Nations' Cup,FALSE,Thailand,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,AFC,0,1,0,1,1999,1990,draw,TRUE
1999-06-19,New Zealand,Poland,Poland,Colombia,1999-06-19 New Zealand Poland,New Zealand,Poland,0,0,0,Four Nations' Cup,TRUE,Thailand,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,Other,0,0,0,1,1999,1990,draw,FALSE
1999-07-10,Mexico,Peru,Mexico,Mexico,1999-07-10 Mexico Peru,Mexico,Peru,0,6,0,Copa América,TRUE,Paraguay,Draw,draw,6,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0,TRUE,FALSE,0,6,TRUE,6,CONCACAF,1,0,1,1,1999,1990,draw,TRUE
1999-07-10,Paraguay,Uruguay,Uruguay,Uruguay,1999-07-10 Paraguay Uruguay,Paraguay,Uruguay,0,2,0,Copa América,FALSE,Paraguay,Draw,draw,2,0,0,1,0,1,1,0,1,TRUE,FALSE,1,2,TRUE,2,CONMEBOL,1,1,0,1,1999,1990,draw,FALSE
1999-07-13,Uruguay,Chile,Uruguay,Uruguay,1999-07-13 Uruguay Chile,Uruguay,Chile,0,2,0,Copa América,TRUE,Paraguay,Draw,draw,2,1,0,0,0,1,0,1,-1,TRUE,FALSE,-1,2,TRUE,2,CONMEBOL,1,0,1,1,1999,1990,draw,TRUE
1999-07-18,Eswatini,Zimbabwe,Eswatini,Colombia,1999-07-18 Eswatini Zimbabwe,Eswatini,Zimbabwe,0,2,0,COSAFA Cup,FALSE,Swaziland,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,1,0,1,1999,1990,draw,TRUE
1999-07-31,Namibia,South Africa,Namibia,Colombia,1999-07-31 Namibia South Africa,Namibia,South Africa,0,2,0,COSAFA Cup,FALSE,Namibia,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,1,0,1,1999,1990,draw,TRUE
1999-08-03,Rwanda,Kenya,Kenya,Colombia,1999-08-03 Rwanda Kenya,Rwanda,Kenya,0,0,0,Friendly,FALSE,Rwanda,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,1,0,1,1999,1990,draw,FALSE
1999-08-07,Rwanda,Burundi,Rwanda,Colombia,1999-08-07 Rwanda Burundi,Rwanda,Burundi,0,0,0,Friendly,FALSE,Rwanda,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,1,0,1,1999,1990,draw,TRUE
1999-08-07,Zambia,Mozambique,Zambia,Colombia,1999-08-07 Zambia Mozambique,Zambia,Mozambique,0,2,0,COSAFA Cup,FALSE,Zambia,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,1,0,1,1999,1990,draw,TRUE
1999-08-14,Indonesia,Singapore,Indonesia,Colombia,1999-08-14 Indonesia Singapore,Indonesia,Singapore,0,0,0,Southeast Asian Games,TRUE,Brunei,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,AFC,0,0,0,1,1999,1990,draw,TRUE
1999-08-28,Namibia,Eswatini,Namibia,Colombia,1999-08-28 Namibia Eswatini,Namibia,Eswatini,0,2,0,COSAFA Cup,FALSE,Namibia,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,1,0,1,1999,1990,draw,TRUE
1999-11-26,Gabon,Togo,Togo,Colombia,1999-11-26 Gabon Togo,Gabon,Togo,0,0,0,Friendly,FALSE,Gabon,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,1,0,1,1999,1990,draw,FALSE
